Review_Date,Author,Rating,Review_Title,Review,Review_Url
22 June 2008,g-bodyl,10," A Magical Movie Moment!
","Harry Potter and the Sorcerer's Stone is what a book adaptation should be. The only things left out of the movie were very minor. This tells the story of a boy whose parents were killed when he was young and been mistreated by his aunt and uncle. He receives a letter about a school named Hogwarts. There, in his first year with his friends Ron and Hermione, he must stop wrongdoing of a couple teachers. The cast was wonderfully casted. Daniel Radcliffe is fantastic and looks the part of Harry. Everyone else is perfect. As I mentioned above, the adaptation is great. The movie even used the same quotations as the books. The music is memorable. I liked John William's Hedwig Theme. The costumes are good-looking and so is everything else. This movie will leave a magical imprint on your minds and this is only the first film. I rate this magical adventure 10/10.",/review/rw1371192/?ref_=tt_urv
26 March 2020,pablosanguinettiz,9," One of my favorites...
","I watched all Harry Potter movies when I was 7 years old. After five years I watched the movies again at 12 years old and I feel this saga a classic, well, it is a classic. I started reading the first book like one day ago. Which my mom gave to me when I was a little kid. I like Harry Potter a lot and I would watch all the saga again",/review/rw1371192/?ref_=tt_urv
5 October 2005,lee_eisenberg,10," Where it all began.
","With the sixth book now out (and one more to go), I feel that I should review ""Harry Potter and the Sorcerer's Stone"". By now, the Harry Potter books have become so well entrenched in our culture that I don't even need to explain the story. But I can say that director Chris Columbus did a great job adapting the book to the silver screen.",/review/rw1371192/?ref_=tt_urv
23 June 2022,jonflottorp,8," The reason i love movies!
",Harry Potter is a magical and fun movie.,/review/rw1371192/?ref_=tt_urv
22 November 2001,zetes,3," How to take advantage of your children's naivety for the sake of cold cash...
","I have, in all my life as a lover of both literature and the cinema, hardly ever come upon a piece of work more unimaginative, more ugly, more uninteresting, more lacking in suspense, more lacking in charm, more greedy, more incoherent... Okay, okay. I'll stop with the superlative negatives. Surely there have been worse, and, yes, off the top of my head, I can think of many that are worse. However, for a book that over 125 million people have read, and for a movie that cemented the record for the biggest opening weekend in history, and also for a book that has had not only kids but critics singing its praises, and also for a movie which one particularly fat-headed critic called the Wizard of Oz of its generation, I am more than severely disappointed. I know that, had it not been so overhyped, it would have been just as bad. Now, however, my anger for it is completely hardened and it's going to be a passionate battle for me for years to come.",/review/rw1371192/?ref_=tt_urv
14 April 2020,KoolCatReviews,7," first year of our magical adventure
",While I look back on this first entry into the Harry Potter series fondly it is not with out a few problems with adaption from the books. Our trio of main actors are very young and as a result we get plently of chessey acting. Looking back however it is great too see the beginning roots of the characters that we get very attached too through out the series. We get too see them grow as actors. A great cast was put together that stayed more or less the same through out the whole franchise. The effects in the movie are handled well for its time despite Harry not actually using any magic. Even though there are better movies in the series I will always look forward to watching this entry.,/review/rw1371192/?ref_=tt_urv
3 March 2013,thesar-2,3," Harry Potter's Philosopher's Sorcerer's Drawl
","First off, I am going to give my modern day thoughts on Harry Potter and the Philosopher's/Sorcerer's Stone since I just now watched it for the first time in about 10½ years. And then, I will tell my story. I will begin with the positives to be nice. To be generous.",/review/rw1371192/?ref_=tt_urv
21 December 2013,SnoopyStyle,8," Great chemistry set up for the rest of the series
",Harry Potter is an orphan living with his ignorant uncle and aunt under their stairs. He finds out that he is actually a wizard and there is a secret world out there.,/review/rw1371192/?ref_=tt_urv
12 May 2007,ametaphysicalshark,," Ultimately, the cons slightly outweigh the pros in a film full of wasted potential
","Well, for starters, the older cast, almost all of whom are instantly recognizable if you've seen much of British television or film, are simply delightful in their roles, with special honors going to Alan Rickman as Professor Snape, Richard Harris as Albus Dumbledore, and Robbie Coltrane as Rubeus Hagrid. Some other positive aspects to the film is that it is a faithful adaptation for the most part, and the child actors certainly aren't the worst I've ever seen. Moreover, John Williams' brilliant score was at the time one of the best in years.",/review/rw1371192/?ref_=tt_urv
29 July 2009,barnabyrudge,6," Perfectly watchable kid's film but hardly the stuff of cinematic gold.
","Not being a reader of the Harry Potter books, I came to the first Harry Potter movie with a totally open mind. There seems to be those who love the book but hate the film; those that love both; and even a few who hate both! Having watched Harry Potter And The Sorcerer's Stone, I must confess that I'm not entirely sure what all the fuss is about. This strikes me as solid but unremarkable, totally overlong but fairly diverting fare.",/review/rw1371192/?ref_=tt_urv
1 October 2006,ccthemovieman-1,8," A Surprise
","This first Harry Potter surprised me. Not a reader of the books nor a proponent of occult beliefs, I still went into this with an open mind and found I enjoyed the movie. I watched the first three films and own the third (""Harry Potter and Prisoner Of Azkaban"").",/review/rw1371192/?ref_=tt_urv
30 November 2005,Lady_Targaryen,8," This movie is okay.
","Of all the Harry Potter's movies, I guess the ''Harry Potter and the Sorcerer's Stone'' was the more more expected of all. I was one of the thousands of teenagers who wanted to watch this movie so badly and I watched it in the first week it came here in Brazil. After 4 Harry Potter's movies, now I feel comfortable to say that the first movie is the one I liked the least. Maybe because it is the one who has less adventure or danger of all, but I cannot say exactly why. I think it will be very difficult for me, being crazy for Harry Potter's books, to give 10 in any of the H.P.'s movies, since the book is SO MUCH better than any of the films. I mean, MANY great parts are never showed in the movies. But if you are one of those people who never read any Harry Potter book, this film will be of vital importance to watch since it is the first of the series.",/review/rw1371192/?ref_=tt_urv
26 June 2002,atzimo,1," Unimaginative and Boring
","Literally anyone could write this story. Nothing is original, the effects are mostly bad, the acting is bad, the direction is bad and the music score was written by John Williams 25 years ago (if you get my meaning).",/review/rw1371192/?ref_=tt_urv
25 December 2014,Horst_In_Translation,8," Year 1 at Hogwarts
","""Harry Potter and the Sorcerer's Stone"" or sometimes also ""Harry Potter and the Philosopher's Stone"" is the first film from one of the most successful movie franchises in cinema history. The books were written by Joanne K. Rowling and adapted by Steve Kloves (not a name to many), who also directed ""The Fabulous Baker Boys"" earlier in his career. It is about a small boy with hidden powers, who is not particularly liked by his uncle, aunt and cousin. They took care of him after his parents died when he was a baby. So he gets picked up by an unusually looking, rather gruff magician and taken to Hogwarts. Hogwarts is not a normal school. While the bonding with fellow students, the fraternities and sports activities are there as well, everything is just a little bit more magical and different.",/review/rw1371192/?ref_=tt_urv
24 November 2001,bababear,1," Full of Sound and Fury, Signifying Nothing
","Cut about an hour out of the middle of HARRY POTTER and you'll have a pretty decent little movie.  As is, it's a bloated mess.  There's no heart to this, no characterizations.  It's just a product reel for all the special effects companies that worked on it.",/review/rw1371192/?ref_=tt_urv
4 December 2001,Doylenf,," Lacks emotional warmth of ""ET""...a John Williams letdown...
","I was drawn into the story the moment the letters started whirling through the air to ""the boy under the cupboard"" and to the amusing trio (Aunt, Uncle, brother) that give interest to the early scenes and make you anxious for Harry to escape life in this demented household. And from the opening scene on, the special effects are nothing short of marvelous despite what some ""critics"" here are calling ""cheesy"" -- I'm sure the film is a strong contender in that category for a Best Special Effects Oscar.",/review/rw1371192/?ref_=tt_urv
6 January 2015,grantss,7," Surprisingly good
",Surprisingly good. ,/review/rw1371192/?ref_=tt_urv
2 September 2017,Uriah43,7," A Fantasy Film Suitable for the Entire Family
","Orphaned not long after his birth, ""Harry Potter"" (Daniel Radcliffe) is forced to live in the home of his only living relatives who treat him rather badly. That all changes one day when he is informed by a man named ""Rebeus Hagrid"" (Robbie Coltrane) that his parents were famous magicians and because of that he is invited to attend the Hogwarts School of Witchcraft and Wizardry. Needless to say, Harry accepts almost immediately and after Hagrid and he buy the necessary school equipment he begins his journey to the mystical academy. It's then that he meets two fellow students named ""Ron Weasley"" (Rupert Grint) and ""Hermione Granger"" (Emma Watson) who become his good friends and share in his triumphs and travails. Now rather than reveal any more I will just say that this film was based on the very successful book ""Harry Potter and the Philosopher's Stone"" by J.K. Rowling and from what I understand remains quite faithful to the book. At least for the most part. In any case, I found it to be a fine fantasy film with the interaction between Harry and his two friends especially entertaining. Admittedly, there are some slow parts here and there and it does run a bit long (152 minutes). Even so, despite the faults just mentioned, I believe this to be one of those rare movies which can be enjoyed by the entire family and I have rated it accordingly. Above average.",/review/rw1371192/?ref_=tt_urv
26 November 2010,neil-476,7," HP1 revisited
","Having just watched HP7A aka Harry Potter and the Deathly Hallows Part 1, my mind flies back - almost magically, one might say - to the film which started it all.",/review/rw1371192/?ref_=tt_urv
19 May 2020,Rainey-Dawn,10," AKA Harry Potter and the Philosopher's Stone
",I'm finally in a position to re-watch and review the Harry Potter film series - I'm way past over due for reviewing them.,/review/rw1371192/?ref_=tt_urv
28 November 2001,jotix100,4," Harry Potter is a bore!
","I know I'm probably the only one that didn't care for this film, but I thought it was plain boring. The adaptation of the book is just OK and the acting is average. Frankly it's a pity to see all the great English actors in this film totally wasted and relegated to play second fiddle. The effects are very well done, but it's such a conventional treatment of the books that I kept checking my watch a few times to see when was it going to be over. It's very curious that hardly any of the young people in the audience didn't laugh at all. This Harry Potter is very heavy handed and it should have emphasized the fun and could have used a few lighter moments.",/review/rw1371192/?ref_=tt_urv
8 February 2014,OllieSuave-007,8," Magical fun.
","Based on the book Harry Potter and the Sorcerer's Stone, this is the first film in the Harry Potter film trilogy, a story about a young boy (Harry Potter) who is rescued from the clutches of a neglectful aunt and uncle and a bratty cousin, and taken to study witchcraft at the Hogwarts School of Witchcraft and Wizardry. There he meets his future lifelong friends Ron Weasley and Hermoine Granger, witches Professor Snape and Professor McGonagall and the school's all-powerful headmaster, Albus Dumbledore. Harry also learns about his connection with the evil dark lord, Lord Voldemort.",/review/rw1371192/?ref_=tt_urv
18 October 2015,lesleyharris30,8," An Absolute Delight for Children of all Ages,
","Harry Potter and the Philosopher's Stone is a terrific movie with a very well developed storyline and a talented cast. It's a delight to watch, I've seen this movie numerous times and it never fails to make me smile, to cheer me up when I'm feeling down, the Harry Potter franchise is magical both inside and out, and it's simple fun to watch Harry go in to his first year at Hogwarts, the story's quite simple as the series kicks off with a light start, but it will still leave you wanting more. The films biggest flaw is, at times, it is too faithful to the book that it is based off, I'm sure this is pleasing for anyone who's read the book, but for those who haven't it tends to drag out at times, more than an hour passes before Potter even goes to Hogwarts and the main adventure dosen't unfold properly until at least one hundred minutes in, it can get a little tedious at times and that's why I'm giving it an eight instead of a nine that it easily could have received. The cast is outstanding, the young cast members are ridiculously talented for their age, Daniel Radcliffe seems to have no trouble playing a lead role, and both Rupert Grint and Emma Watson shine as his closest friends, they never lose a single bit of likability. They are joined by a terrific adult cast, including the likes of Alan Rickman, Maggie Smith, Robbie Coltrane and, the highlight of the movie for me, Richard Harris, he shines as Professor Dumbledore (sadly only for two movies), his characterization is perfect, he is wise, heartwarming and simply a lovable character. It may be a bit slow at times, but Harry Potter and the Philiosopher's Stone never loses its sense of fun and magic, and because of this it is a perfect film for the whole family to watch and enjoy. ",/review/rw1371192/?ref_=tt_urv
12 July 2014,tomgillespie2002,5," A gentle introduction to a captivating world
","With billions upon billions of pounds in revenue generated from book sales, film adaptations and all other mediums, and with the hysteria surrounding the series now all but gone, it seemed the perfect time to re-visit the Harry Potter film franchise. I'll state outright that I'm a fan of the books: they are hardly ground-breaking pieces of literature, but they are a meticulously crafted and widely imaginative set of novels, maturing with it's progression and with the age of it's characters and readers. The movie adaptations were consistently average, fiercely loyal to J.K. Rowling's prose but always somewhat lacking in substance.",/review/rw1371192/?ref_=tt_urv
24 December 2001,mentalcritic,1," I outgrew this film and its source material when I was a fetus
","My sister, bless her heart, used to work in a bookstore, and brought the novel this turkey is based upon home one day. After everyone else in my family had read it, I decided to give it a go because I had little better to do at the time. I wound up throwing the book across the room in around thirty pages, feeling that not only had my intelligence been insulted, so too had the already-persecuted-enough faiths of Wicca and its pagan relatives.",/review/rw1371192/?ref_=tt_urv
31 August 2019,JoBloTheMovieCritic,10," Harry Potter and the Sorcerer's Stone
",10/10 - an unforgettable start to a fantastic film series and the career of the impeccable Emma Watson (and the other kids),/review/rw1371192/?ref_=tt_urv
26 November 2020,kluseba,10," It has stood the test of time as one of the greatest fantasy movies of the twenty-first century
",I have recently been revisiting the Harry Potter franchise during the ongoing pandemic and I have been wondering whether these movie that I hadn't seen in a decade would have aged well or not. My conclusion is that most of them have aged particularly well and this is especially the case for the first two movies that I consider the best of the franchise. The producers' idea to hire veteran director Chris Columbus was certainly a decisive one in hindsight since he managed to transform a first novel with numerous lengths into an extremely entertaining film for the entire family.,/review/rw1371192/?ref_=tt_urv
10 October 2007,kosmasp,6," Part 1
","If you don't know your Potter (like me), than you might have a problem with the titles. With other series, it's easier to distinguish, which one is part 1, 2, 3 etc. etc. Even the Naked Gun series which has Parts 2 and half and 33 and a third, you still know the order (not of the Phoenix obviously!) ;o) ",/review/rw1371192/?ref_=tt_urv
22 January 2005,mjw2305,8," Good Family Fantasy
","In the first outing for Harry Potter, he learns of his descent from a magical background and enrols at the school of witchcraft and wizardry 'Hogwarts'",/review/rw1371192/?ref_=tt_urv
26 December 2014,SusieSalmonLikeTheFish,9," More addictive to watch than you'd expect
","My sister and I, back when I was ten, wouldn't even go near anything Harry Potter-related, despite its immense popularity at the time; we'd call Harry Potter ""Hairy Pothead"" and laugh at the nerdy glasses he wore on the book and DVD covers. Anyway, recently we decided it was time to see what made Harry Potter fans so raving mad over a little boy with superpowers and a geeky school uniform, and it was a nerdy children's movie but not nearly as bad as we thought! The main character, Harry, is a seemingly average boy living in the U.K. with his aunt, uncle, and spoiled overweight cousin, Dudley (great name choice). When Harry begins discovering strange powers in himself, his aunt and uncle do everything in THEIR power to keep the truth a secret from him, but when Harry finds out he's a wizard and is given an invite to a secluded boarding school for wizards and witches, he eagerly accepts, wanting to be with kids like himself. From there he picks up two misfit friends, meets a snotty rival with way too much gel in his bleached hair, and meets a variety of teachers, including a perverse, hawk-like old guy with emo hair and a hooked nose.",/review/rw1371192/?ref_=tt_urv
28 November 2002,lambiepie-2,10," A Very Nice Effort
","Okay, I never read the Harry Potter Books. I couldn't have cared less, but I have nieces and nephews and other children in my life who are from ages 7 to 12 who have. What I had to do was remember what it was like when I was that age, so long ago, and what ""new"" movies I had to entertain myself with.",/review/rw1371192/?ref_=tt_urv
23 November 2003,jpozenel,1," I don't get it...
",Why all the glowing comments?  This is one lame movie.  Haven't we seen these types of special effects enough already?  The acting was lame.  The story was lame.  The pace was slow.  The scenes overly long and trite.  I was bored out of my mind.  ,/review/rw1371192/?ref_=tt_urv
2 July 2020,educallejero,4," World building, but excessively boring
","At times, it seems the only objective the director has is presenting ""Harry Potter magical things"" one after the other and that's it. There is no story. The movie is nothing, really. It expects us to be amazed by the score. And the score is great, but no. It doesn't work. And that's more than an hour.",/review/rw1371192/?ref_=tt_urv
15 December 2001,mgmax,1," Too literal, decidedly non-magical bore
","About halfway through Harry Potter 1, I considered walking out.  It's not that it was godawful, but having read the book, I knew how it all worked out-- and I had no confidence left that there would be anything the least bit interesting about how Rowling's story would be illustrated.",/review/rw1371192/?ref_=tt_urv
5 August 2014,Rickting,6," A magic filled but unimaginative adaptation
","I love the Harry Potter books because of their brilliant writing, exciting and funny moments, compelling characters and the way that I'm hooked as soon as I pick one up. They deserved to be such a phenomenon. The films? Not so much. This starts off the adaptations in OK style, and follows Harry Potter's attempts to stop the evil sorcerer who killed his parents getting a stone which will help him return to power.",/review/rw1371192/?ref_=tt_urv
3 August 2003,rbverhoef,8," For entertainment it is a masterpiece
","'Harry Potter and the Sorcerer's Stone' is one of the most entertaining films I know. You can look at it and not worry about anything because you know it will all be alright. Very true to the book it reaches the same level. Daniel Radcliffe is the perfect Harry Potter, Emma Watson a great Hermione and Rupert Grint a very funny Ron Weasly. With the famous story, a great direction from 'Home Alone'-director Chris Columbus, a perfect casting and some nice special effects this is the way a movie like this has to be. Be entertained by the world of the wizards.",/review/rw1371192/?ref_=tt_urv
19 November 2018,Mcduff3601,10," Not the strongest of movies but still a huge fan
","I first watched this on VHS way back in the day, I remember thinking eh... it was ok, then a few years later got into the books and came back to watch the movies and BAM that was it.",/review/rw1371192/?ref_=tt_urv
9 August 2019,vjnambu,8," Pretty good origin
","Sorcerer stone is a pretty good film which introduces us with harry potter and his friends. Just like the kids in Hogwarts, audience are also in awe with the magic. But I felt that this lacked a story which is only revealed towards end. But still this is my second most favorite harry potter film after chamber of secrets.",/review/rw1371192/?ref_=tt_urv
25 April 2005,mOVIemAN56,9," Fantasy Adaptation Just Like The Book
","I've read every harry Potter book available and was fascinated with them. The world and characters J.K. Rowling created are marvelous, these are going to be fantasy classics in books. What about the movies?",/review/rw1371192/?ref_=tt_urv
8 May 2021,Puroo,10," Why hadn't I seen this already?
","I think I may sound like a stooge if I say this, but it is now that I have finally watched this movie. Throughout my life - school days, college, internet; I often used to see people going non-stop about Harry Potter (I think they are called Potterheads). Harry Potter this, Harry Potter that. So finally yesterday I decided to give it a try and oh my god, it's amazing! Why didn't I see it back when I had the chance to?",/review/rw1371192/?ref_=tt_urv
20 November 2001,tedg,," Hermione's Mouth
",Spoilers herein.,/review/rw1371192/?ref_=tt_urv
11 January 2002,chadgeri,6," A sad excuse for a children's movie.
","Lacking any real magic, Harry Potter was a lifeless film, composed of a plotless story and forgettable performances. While watching the Neverending Story last night, a true children's classic, it really hit me how wonderful a movie Harry Potter could have been if only they'd been willing to deviate from the book for a second.",/review/rw1371192/?ref_=tt_urv
17 March 2003,DarthBill,2," This is some above average stuff here...
",Initially I was against this series because the kids leave such huge messes at the cinema where I work. Then I decided to rent the first movie and give it a look to see what it is the kids love about it so much. Then it hit me: it's the story of a no talent underdog who overcomes great obstacles with a little help from his friends. And who doesn't like that?,/review/rw1371192/?ref_=tt_urv
10 June 2003,Theo Robertson,1," Bloody Brilliant ? Bloody Crap More Like
","I don`t rate JK Rowling as a writer so when the hype machine stated that HARRY POTTER AND THE PHILOSOPHER`S STONE ( As it`s called in Britain ) was going to be faithful to the book I thought this was a film that wasn`t worth seeing but I decided to give it a chance , after all I hadn`t expected much from THE FELLOWSHIP OF THE RING but I ended up falling in love with Peter Jackson`s beautiful masterpiece . But after watching THE PHILOSOPHER`S STONE my instincts had been proved right and in many ways the film had lived down to expectations .",/review/rw1371192/?ref_=tt_urv
28 November 2001,Hitchcoc,9," Charming and Endearing!
","How sad it is to begin the reader's comments with a whining, complaining, drone against everything about this movie. Why not pick a balanced view. Good grief! Did someone poison your dog? It made it sound like this doesn't compare favorably with ""Hamburger: The Movie."" I am a over fifty years old and thought I would be pretty lukewarm to a ""kids"" movie. I have been listening for a year to kids raving about the Harry Potter books. Their eyes light up--they are enthused about a ""book."" When I went to see it, I had just read the book the night before because I like to see how they translate. The script was delightful. The characters were charming. The acting in this movie is wonderful--were you expecting Bergman? The pacing is delightful. The sets are eerie and forbidding. I thought that the wonderment of the characters was there in full force. Who did you have in mind to play Harry? Are there any actors that you approve of? Perhaps Kevin Spacy should have played Harry. How about the blond girl from American Beauty as Hermione. Johnny Depp as Ron Weasley. Oh yeah--as I recall, Stephen Spielberg has made a couple of pretty decent movies.",/review/rw1371192/?ref_=tt_urv
5 November 2001,gabbs,7," A mystic magical adventure not to be missed!
","Before I entered the cinema I was a little worried that the book may have been picked up and messed around with by the Hollywood machine and the film pushed out the end, But to my amazement they have kept almost the same. Several little bits were missing, like the absence of the poltergeist which I thought may have been quite fun. But a mystic magical adventure not to be missed!",/review/rw1371192/?ref_=tt_urv
1 December 2020,gabethedinosaur,10," Chris Columbus made Harry Potter spectacular
",Columbus did a fantastic job directing the two Potter movies for use fans since 2001 2002 and producing Potter and the prisoner of Azkaban. But I will always appreciate Chris Columbus directing on Harry Potter and Percy Jackson . I hope he does another Harry Potter movie or Percy Jackson movie cause he has a better imagination like Peter Jackson.,/review/rw1371192/?ref_=tt_urv
22 November 2001,davidslicer,10," ""Harry Potter and the Sorcerer's Stone"" * * * * *
","""Harry Potter and the Sorcerer's Stone"" is as magical a film as a fantasy bedtime story or any fantasy that can pop up in any child's head.I have never read any of the books,so I will not compare those books to this film.The film is very imaginative and the visual effects and art direction are wonderful.This is only a short review and I am hoping to post a longer review.All I can say is that this film was alot of fun to watch.",/review/rw1371192/?ref_=tt_urv
11 November 2002,StreepFan126,10," Just enjoy it!
","You know what?  I'm getting sick of reading comments by people who are tearing this movie apart, saying it twists mythology, it is unimaginative, it is done simply for cold cash, etc..  Well, a lot of these people are the same ones who will go see the same action movie over and over again, despite the lack of plot and talent.  Hollywood just does not make good family movies anymore that are not animated, and I think that is very well done. The child actors are wonderful and have great timing for actors of their age.  Just enjoy it!",/review/rw1371192/?ref_=tt_urv
20 March 2016,ini_ynti-22457,10," Welcome To Hogwarts!
","Missing Harry, Ron, and Hermione. They're so cute and adorable. But my favorite one is always Hermione. All cast played the role very beautifully and convincing, but I focused more to Hermione because I am such a big fan of her. She could act funny, smart, and cold in this Harry Potter movie.",/review/rw1371192/?ref_=tt_urv
20 October 2009,thebogofeternalstench,1," I DESPISE Harry Potter
","I cringe each time I hear the name, or see its going to be on telly etc. I actually get angry. I can not STAND it.",/review/rw1371192/?ref_=tt_urv
14 February 2018,samyaksambuddha,9," Fantastic fantasy
",This is one of the movies that define the spirit of the imagination and at the same time its depth. This gives insight into a magical world that goes deep into the hearts of viewers. The values and virtues are well part of it while at the same time the adventures and promises of childhood.,/review/rw1371192/?ref_=tt_urv
19 November 2001,Quinoa1984,7," Overrated but entertaining
","Harry Potter and the Sorcerer's Stone, based on the novel it seems every kid has read (to my surprise considering that I hated reading most books as a kid, especially ones that looked longer than 200 pages and had little or no pictures but then I'm not a kid anymore) is now a movie and while it is certainly overrated and sometimes stupid, it gives some decent moments of entertainment.  It is another film that will depend on the viewer on how much he/she can take with near non-stop adventure and (impressive) visual effects.  It's a wonder the film made 93 million in one weekend (isn't that a sign of biblical armageddon though), but since the film is directed a lot more at kids it's not a total surprise since the movie gets a big reccomendation in the family film department.  But teens and adults might not want to walk in the theater prepared to see the greatest film since Wizard of Oz like the kids are.  ",/review/rw1371192/?ref_=tt_urv
6 November 2016,Dohsoda,9," One of the Most Magical Films of the Twenty-First Century
","I love this film. Yes, nostalgia has a lot to do with my love, but I don't care. This film came out when I was seven years old and I was in first grade. My mother and father took me to our local movie theater to see it. Harry Potter book mania was in full swing and the phenomenon with the wonderful film series was about to explode with joy. Re- watching the films in order now I can look back on this film with a certain point of view. The first three H.P. films feel like stand alone stories and for the most part set up about 70% of the saga. Now that's was ""Sorcerer's Stone is"" a wonderful world building movie that keeps getting built upon with each new film.",/review/rw1371192/?ref_=tt_urv
22 September 2003,FiendishDramaturgy,7," I like it very much, but there are good reasons why I can't love it
","There were many plot changes to accommodate the adaptation of this literary work to film. But what bothered me more were the obvious comparisons to the 1986 TV movie ""The Worst Witch,"" in which many of the main characters of this work seem to have appeared. ",/review/rw1371192/?ref_=tt_urv
21 January 2006,siit,8," A return to magical innocence???
","Harry Potter seems to highlight what today's society is missing; the age of magical innocence, the pure abandonment of that essence of childhood. In this day and age of computer games and quick fix takeaway electronic happiness and incessant CGI violence, it's brilliant to see the world excited by story telling and the simple things. It reminds me of years ago as a child reading volumes of Roald Dahl's compositions and hanging out to read the next chapter of 'Danny the Champion of the World'. Harry Potter has engaged the world back into that innocence, even if it is for a two hour movie.",/review/rw1371192/?ref_=tt_urv
24 January 2003,rstef1,10," Excellent
","When the movie first came out, I was hesitant about seeing it because I was so enamored of the J.K. Rowling book. Therefore, I avoided it at the theater. When I finally bought the DVD I was sorry I hadn't seen it at the theater as I found that the movie was a truly worthy adaptation of the book. ",/review/rw1371192/?ref_=tt_urv
25 November 2018,alansabljakovic-39044,8," Start of a beautiful journey
","After watching Crimes of Grindewald which was pretty bad I decided to rewatch all Harry Potter movies. Watching this one again felt like watching it for the first time and nostalgia was present of course. You have to admire young Radcliffe,Watson and Grint because they acted like adults. Great start to amazing franchise.",/review/rw1371192/?ref_=tt_urv
6 August 2019,NellsFlickers,8," Back when Potter films were fun!
","I have been re-viewing the Potter films in order, building up to the last two installments, which I have yet to see. Watching them in order allows me to judge which were, in my humble opinion, are better than others.",/review/rw1371192/?ref_=tt_urv
19 May 2006,cwrdlylyn,7," SORCERER'S STONE : An Underwhelming But Adequate Kick-Off To The Franchise...
",HARRY POTTER & THE SORCERER'S STONE ,/review/rw1371192/?ref_=tt_urv
